user_id,total_amount,total_real_amount,total_gift_amount,recharge_count,avg_amount,is_first_order,is_big_recharge,register_time,account_type,register_source,register_area,active_cnt,active_type_1_cnt,active_type_2_cnt,active_type_3_cnt,active_type_4_cnt,active_type_5_cnt,active_type_1_amount,active_type_2_amount,active_type_3_amount,active_type_4_amount,active_type_5_amount,active_amount
23985,96396,97359.96,963.96,12,8033.0,0,1,2025-11-10 06:14:14,2,4,China/Shanghai-Shanghai,14.0,2.0,2.0,9.0,1.0,0.0,373.0,540.0,6391.0,262.0,0.0,7566.0
24176,305,308.05,3.05,1,305.0,1,0,2025-11-25 02:31:46,2,1,China/Shanghai-Shanghai,3.0,0.0,1.0,0.0,1.0,1.0,0.0,168.0,0.0,103.0,169.0,440.0
24196,204427,206471.27000000002,2044.27,9,22714.11111111111,1,1,2025-11-08 11:35:02,2,3,China/Shanghai-Shanghai,13.0,0.0,2.0,9.0,0.0,2.0,0.0,253.0,4547.0,0.0,360.0,5160.0
24352,647,653.47,6.47,1,647.0,1,0,2025-10-11 23:02:52,2,1,China/Zhejiang-Wenzhou,4.0,2.0,0.0,0.0,1.0,1.0,312.0,0.0,0.0,72.0,54.0,438.0
24354,283,285.83,2.83,1,283.0,1,0,2025-11-08 00:00:00,2,1,China/Guangdong-Shenzhen,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,54.0,54.0
24402,196,197.96,1.96,1,196.0,1,0,2025-11-29 00:24:52,2,1,China/Sichuan-Chengdu,2.0,0.0,2.0,0.0,0.0,0.0,0.0,510.0,0.0,0.0,0.0,510.0
24445,1072,1082.72,10.719999999999999,2,536.0,1,0,2025-10-29 23:00:34,2,4,China/Sichuan-Chengdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24578,271,273.71,2.71,2,135.5,1,0,2025-10-17 04:48:40,4,1,China/Sichuan-Chengdu,4.0,2.0,0.0,1.0,0.0,1.0,256.0,0.0,103.0,0.0,265.0,624.0
24582,668,674.68,6.68,1,668.0,1,0,2025-11-06 17:23:41,2,2,China/Sichuan-Chengdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24725,888,896.88,8.88,3,296.0,1,0,2025-10-21 16:31:22,2,2,China/Zhejiang-Wenzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24759,558,563.58,5.58,1,558.0,1,0,2025-10-08 01:59:48,2,1,China/Beijing-Beijing,5.0,1.0,2.0,1.0,1.0,0.0,227.0,504.0,806.0,293.0,0.0,1830.0
24905,334,337.34,3.34,1,334.0,1,0,2025-10-21 10:54:37,2,1,China/Shanghai-Shanghai,7.0,2.0,1.0,1.0,2.0,1.0,208.0,230.0,361.0,450.0,44.0,1293.0
25135,217955,220134.55000000002,2179.55,12,18162.916666666668,1,1,2025-11-09 14:45:29,2,3,China/Shanghai-Shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25336,244,246.44,2.44,1,244.0,1,0,2025-11-01 06:00:53,3,1,China/Shanghai-Shanghai,6.0,2.0,1.0,0.0,1.0,2.0,307.0,205.0,0.0,191.0,353.0,1056.0
25339,228244,230526.44,2282.44,16,14265.25,1,1,2025-11-07 08:10:10,2,3,China/Shanghai-Shanghai,10.0,0.0,1.0,9.0,0.0,0.0,0.0,142.0,5149.0,0.0,0.0,5291.0
25405,259,261.59,2.59,1,259.0,0,0,2025-11-30 17:02:18,2,1,China/Beijing-Beijing,9.0,2.0,1.0,2.0,1.0,3.0,308.0,15.0,1336.0,189.0,665.0,2513.0
25525,444,448.44,4.44,2,222.0,1,0,2025-10-13 22:22:27,2,2,China/Sichuan-Chengdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25536,940,949.4,9.4,2,470.0,1,0,2025-12-05 21:12:39,2,2,China/Zhejiang-Wenzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25747,117,118.17,1.17,1,117.0,1,0,2025-10-15 12:32:14,4,3,China/Beijing-Beijing,3.0,0.0,1.0,1.0,0.0,1.0,0.0,76.0,78.0,0.0,214.0,368.0
25783,533,538.33,5.33,1,533.0,1,0,2025-10-20 05:54:53,2,1,China/Jiangsu-Suzhou,5.0,2.0,1.0,2.0,0.0,0.0,528.0,76.0,304.0,0.0,0.0,908.0
25854,378,381.78000000000003,3.7800000000000002,2,189.0,1,0,2025-10-17 13:13:05,2,1,China/Shanghai-Shanghai,2.0,1.0,0.0,1.0,0.0,0.0,267.0,0.0,131.0,0.0,0.0,398.0
25878,240436,242840.36,2404.36,16,15027.25,1,1,2025-11-13 20:39:41,2,3,China/Shanghai-Shanghai,14.0,1.0,0.0,10.0,1.0,2.0,225.0,0.0,6279.0,85.0,255.0,6844.0
25882,608,614.0799999999999,6.08,2,304.0,1,0,2025-10-15 05:15:12,2,1,China/Jiangsu-Suzhou,2.0,1.0,0.0,0.0,1.0,0.0,122.0,0.0,0.0,114.0,0.0,236.0
25885,311,314.11,3.11,1,311.0,1,0,2025-11-13 04:42:34,1,3,China/Zhejiang-Wenzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26032,516,521.16,5.16,2,258.0,1,0,2025-12-05 01:29:43,2,2,China/Beijing-Beijing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26075,108,109.08,1.08,1,108.0,0,0,2025-12-02 06:59:20,2,1,China/Zhejiang-Wenzhou,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,179.0,179.0
26101,443,447.42999999999995,4.43,2,221.5,0,0,2025-10-07 09:46:56,2,1,China/Zhejiang-Wenzhou,2.0,0.0,1.0,0.0,0.0,1.0,0.0,281.0,0.0,0.0,113.0,394.0
26160,222162,224383.62,2221.62,21,10579.142857142857,1,1,2025-11-11 05:35:23,2,3,China/Shanghai-Shanghai,17.0,0.0,3.0,13.0,1.0,0.0,0.0,559.0,8843.0,163.0,0.0,9565.0
26173,404,408.04,4.04,2,202.0,1,0,2025-11-29 01:35:07,2,1,China/Shanghai-Shanghai,5.0,1.0,1.0,2.0,1.0,0.0,41.0,45.0,872.0,49.0,0.0,1007.0
26508,204871,206919.71,2048.71,11,18624.636363636364,0,1,2025-11-05 02:27:17,2,3,China/Shanghai-Shanghai,13.0,3.0,1.0,9.0,0.0,0.0,416.0,39.0,5044.0,0.0,0.0,5499.0
26775,74,74.74,0.74,1,74.0,0,0,2025-12-09 19:48:48,2,1,China/Jiangsu-Suzhou,4.0,3.0,1.0,0.0,0.0,0.0,257.0,149.0,0.0,0.0,0.0,406.0
27097,201,203.01,2.01,1,201.0,0,0,2025-11-23 07:00:27,1,2,China/Zhejiang-Wenzhou,5.0,1.0,1.0,1.0,0.0,2.0,130.0,259.0,285.0,0.0,242.0,916.0
27742,213895,216033.95,2138.95,12,17824.583333333332,0,1,2025-11-04 18:44:14,2,3,China/Shanghai-Shanghai,13.0,0.0,2.0,8.0,0.0,3.0,0.0,421.0,5218.0,0.0,567.0,6206.0
27765,413,417.13,4.13,2,206.5,1,0,2025-10-02 06:16:21,2,1,China/Shanghai-Shanghai,3.0,1.0,0.0,1.0,0.0,1.0,144.0,0.0,90.0,0.0,213.0,447.0
27795,364,367.64,3.64,1,364.0,1,0,2025-10-31 13:27:53,2,1,China/Guangdong-Shenzhen,4.0,0.0,1.0,1.0,1.0,1.0,0.0,208.0,108.0,37.0,154.0,507.0
27865,162623,164249.23,1626.23,13,12509.461538461539,1,1,2025-11-15 15:16:35,2,3,China/Shanghai-Shanghai,13.0,2.0,0.0,9.0,2.0,0.0,364.0,0.0,5663.0,459.0,0.0,6486.0
28222,637,643.37,6.369999999999999,2,318.5,1,0,2025-10-31 04:19:03,2,1,China/Sichuan-Chengdu,4.0,0.0,1.0,1.0,0.0,2.0,0.0,139.0,438.0,0.0,465.0,1042.0
28340,242,244.42,2.42,1,242.0,1,0,2025-10-18 19:55:51,2,1,China/Jiangsu-Suzhou,3.0,0.0,1.0,1.0,0.0,1.0,0.0,90.0,363.0,0.0,72.0,525.0
28405,922,931.22,9.219999999999999,2,461.0,1,0,2025-10-11 23:17:05,2,4,China/Beijing-Beijing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28505,81729,82546.29,817.29,9,9081.0,1,1,2025-11-08 15:02:51,2,3,China/Shanghai-Shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28564,303,306.03,3.03,1,303.0,1,0,2025-11-10 08:38:36,2,1,China/Beijing-Beijing,4.0,1.0,0.0,0.0,3.0,0.0,235.0,0.0,0.0,774.0,0.0,1009.0
28864,771,778.71,7.71,2,385.5,1,0,2025-10-15 17:42:30,2,1,China/Beijing-Beijing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28876,695,701.95,6.95,2,347.5,0,0,2025-12-15 04:54:07,2,1,China/Shanghai-Shanghai,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,205.0,106.0,26.0,337.0
29191,367,370.67,3.67,1,367.0,1,0,2025-10-09 23:41:21,3,2,China/Zhejiang-Wenzhou,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,70.0,260.0,0.0,330.0
29240,247,249.47,2.47,1,247.0,1,0,2025-11-26 02:25:54,2,1,China/Sichuan-Chengdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29282,133,134.33,1.33,1,133.0,1,0,2025-11-10 03:56:25,4,2,China/Jiangsu-Suzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29387,190351,192254.51,1903.51,14,13596.5,1,1,2025-11-14 05:20:47,2,3,China/Shanghai-Shanghai,13.0,2.0,2.0,6.0,0.0,3.0,216.0,71.0,3583.0,0.0,455.0,4325.0
29565,735,742.35,7.35,2,367.5,1,0,2025-11-13 18:03:01,2,1,China/Beijing-Beijing,3.0,0.0,1.0,0.0,1.0,1.0,0.0,49.0,0.0,250.0,27.0,326.0
29574,268,270.68,2.68,1,268.0,1,0,2025-11-30 20:55:06,2,1,China/Sichuan-Chengdu,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,142.0
29700,585,590.85,5.85,2,292.5,1,0,2025-11-28 05:41:43,2,1,China/Jiangsu-Suzhou,5.0,0.0,1.0,1.0,2.0,1.0,0.0,100.0,456.0,235.0,157.0,948.0
29808,264,266.64,2.64,1,264.0,1,0,2025-11-11 10:09:39,4,1,China/Guangdong-Shenzhen,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,234.0,222.0,456.0
29849,441171,445582.71,4411.71,20,22058.55,1,1,2025-11-12 09:59:22,1,4,China/Shanghai-Shanghai,13.0,0.0,1.0,12.0,0.0,0.0,0.0,296.0,6309.0,0.0,0.0,6605.0
29859,439,443.39,4.39,1,439.0,1,0,2025-11-20 20:44:07,2,1,China/Sichuan-Chengdu,2.0,1.0,1.0,0.0,0.0,0.0,37.0,114.0,0.0,0.0,0.0,151.0
29992,299,301.99,2.99,2,149.5,1,0,2025-10-12 05:09:32,2,1,China/Shanghai-Shanghai,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,214.0,0.0,14.0,228.0
29995,221155,223366.55,2211.55,18,12286.388888888889,0,1,2025-11-06 12:25:53,2,4,China/Sichuan-Chengdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30093,206615,208681.15000000002,2066.15,12,17217.916666666668,1,1,2025-11-12 05:33:34,2,3,China/Zhejiang-Wenzhou,12.0,1.0,4.0,6.0,1.0,0.0,149.0,475.0,3606.0,78.0,0.0,4308.0
30132,221,223.21,2.21,1,221.0,1,0,2025-10-29 10:17:42,2,1,China/Shanghai-Shanghai,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,763.0,244.0,0.0,1007.0
30165,364,367.64,3.64,1,364.0,1,0,2025-11-27 16:56:25,2,4,China/Shanghai-Shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30166,415,419.15,4.15,1,415.0,1,0,2025-10-09 20:42:41,1,1,China/Shanghai-Shanghai,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,457.0,270.0,0.0,727.0
30273,132,133.32,1.32,1,132.0,1,0,2025-10-02 10:26:50,2,1,China/Sichuan-Chengdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30465,337,340.37,3.37,1,337.0,0,0,2025-10-14 06:35:51,2,1,China/Jiangsu-Suzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30527,295,297.95,2.95,1,295.0,1,0,2025-10-30 07:16:54,2,1,China/Zhejiang-Wenzhou,2.0,0.0,1.0,0.0,0.0,1.0,0.0,64.0,0.0,0.0,243.0,307.0
30542,341,344.41,3.41,1,341.0,1,0,2025-11-15 05:15:55,2,1,China/Zhejiang-Wenzhou,6.0,1.0,1.0,1.0,0.0,3.0,300.0,245.0,387.0,0.0,690.0,1622.0
30543,477,481.77,4.77,1,477.0,1,0,2025-10-09 19:32:04,3,1,China/Beijing-Beijing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30601,1105,1116.05,11.05,3,368.3333333333333,1,0,2025-11-18 23:01:39,2,3,China/Sichuan-Chengdu,4.0,2.0,2.0,0.0,0.0,0.0,164.0,255.0,0.0,0.0,0.0,419.0
30871,547,552.47,5.47,1,547.0,1,0,2025-11-07 04:08:03,2,3,China/Zhejiang-Wenzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31002,155,156.55,1.55,1,155.0,1,0,2025-12-02 12:45:01,2,1,China/Guangdong-Shenzhen,6.0,3.0,1.0,1.0,0.0,1.0,602.0,159.0,621.0,0.0,278.0,1660.0
31039,430,434.3,4.3,1,430.0,1,0,2025-10-12 19:05:05,2,2,China/Zhejiang-Wenzhou,3.0,0.0,2.0,0.0,1.0,0.0,0.0,278.0,0.0,187.0,0.0,465.0
31343,318,321.18,3.18,1,318.0,1,0,2025-11-05 07:32:01,2,1,China/Shanghai-Shanghai,5.0,2.0,1.0,1.0,0.0,1.0,376.0,116.0,927.0,0.0,41.0,1460.0
31403,479,483.78999999999996,4.79,2,239.5,1,0,2025-11-05 23:12:13,2,4,China/Jiangsu-Suzhou,1.0,0.0,1.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,151.0
31431,1421,1435.21,14.21,2,710.5,1,0,2025-11-28 07:08:24,2,1,China/Jiangsu-Suzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31558,756,763.5600000000001,7.5600000000000005,2,378.0,1,0,2025-11-14 01:57:33,2,1,China/Sichuan-Chengdu,3.0,1.0,1.0,1.0,0.0,0.0,77.0,120.0,30.0,0.0,0.0,227.0
31646,1632,1648.3200000000002,16.32,3,544.0,1,0,2025-10-04 05:01:16,2,1,China/Jiangsu-Suzhou,2.0,1.0,0.0,0.0,1.0,0.0,120.0,0.0,0.0,197.0,0.0,317.0
31689,1101,1112.01,11.01,3,367.0,1,0,2025-11-26 14:21:21,2,1,China/Jiangsu-Suzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31731,117,118.17,1.17,1,117.0,0,0,2025-11-19 15:13:41,2,1,China/Shanghai-Shanghai,5.0,2.0,1.0,1.0,1.0,0.0,402.0,144.0,250.0,209.0,0.0,1005.0
31920,307,310.07,3.07,1,307.0,0,0,2025-11-02 01:43:20,2,4,China/Guangdong-Shenzhen,4.0,1.0,1.0,1.0,0.0,1.0,206.0,57.0,74.0,0.0,85.0,422.0
31958,200,202.0,2.0,1,200.0,1,0,2025-11-11 00:55:24,2,1,China/Sichuan-Chengdu,5.0,1.0,1.0,0.0,1.0,2.0,158.0,243.0,0.0,195.0,145.0,741.0
31974,382,385.82,3.82,1,382.0,1,0,2025-12-05 07:08:05,3,1,China/Sichuan-Chengdu,2.0,2.0,0.0,0.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,178.0
32046,533,538.3299999999999,5.33,3,177.66666666666666,1,0,2025-11-09 10:49:53,2,1,China/Sichuan-Chengdu,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,128.0,128.0
32271,576,581.76,5.76,1,576.0,1,0,2025-12-02 04:04:57,3,1,China/Beijing-Beijing,2.0,0.0,1.0,1.0,0.0,0.0,0.0,255.0,257.0,0.0,0.0,512.0
32375,128,129.28,1.28,1,128.0,0,0,2025-12-04 07:44:43,2,1,China/Shanghai-Shanghai,3.0,3.0,0.0,0.0,0.0,0.0,394.0,0.0,0.0,0.0,0.0,394.0
32387,387,390.87,3.87,2,193.5,1,0,2025-11-16 18:13:43,2,1,China/Beijing-Beijing,5.0,2.0,1.0,0.0,1.0,1.0,198.0,140.0,0.0,211.0,103.0,652.0
32462,244949,247398.49,2449.49,10,24494.9,1,1,2025-11-04 17:10:04,2,3,China/Shanghai-Shanghai,13.0,1.0,1.0,8.0,1.0,2.0,105.0,50.0,4721.0,67.0,427.0,5370.0
32467,36600,36966.0,366.0,8,4575.0,0,1,2025-11-13 12:30:15,2,3,China/Shanghai-Shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32660,201,203.01,2.01,1,201.0,1,0,2025-12-13 11:52:33,2,3,China/Guangdong-Shenzhen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32772,274452,277196.52,2744.52,17,16144.235294117647,1,1,2025-11-14 00:35:47,2,4,China/Shanghai-Shanghai,12.0,2.0,5.0,4.0,1.0,0.0,519.0,1102.0,2294.0,234.0,0.0,4149.0
32874,134,135.34,1.34,1,134.0,1,0,2025-10-29 22:53:35,2,1,China/Shanghai-Shanghai,6.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,744.0,503.0,139.0,1386.0
32913,367,370.67,3.67,1,367.0,1,0,2025-10-03 03:13:41,2,1,China/Beijing-Beijing,4.0,1.0,0.0,1.0,2.0,0.0,242.0,0.0,698.0,499.0,0.0,1439.0
33107,293,295.93,2.93,2,146.5,1,0,2025-11-17 01:08:37,2,1,China/Beijing-Beijing,3.0,0.0,3.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,0.0,388.0
33352,92554,93479.54000000001,925.54,11,8414.0,0,1,2025-11-12 21:04:49,2,3,China/Shanghai-Shanghai,15.0,1.0,1.0,11.0,1.0,1.0,285.0,81.0,6765.0,74.0,77.0,7282.0
33388,805,813.05,8.05,1,805.0,1,0,2025-12-03 20:32:35,2,1,China/Guangdong-Shenzhen,7.0,0.0,1.0,2.0,1.0,3.0,0.0,270.0,1442.0,179.0,375.0,2266.0
33456,152,153.52,1.52,1,152.0,1,0,2025-10-25 08:39:39,2,1,China/Zhejiang-Wenzhou,2.0,1.0,1.0,0.0,0.0,0.0,238.0,163.0,0.0,0.0,0.0,401.0
33468,149419,150913.19,1494.19,12,12451.583333333334,1,1,2025-11-08 21:37:15,2,3,China/Shanghai-Shanghai,14.0,2.0,1.0,10.0,0.0,1.0,284.0,51.0,6489.0,0.0,103.0,6927.0
33548,224,226.24,2.24,1,224.0,1,0,2025-10-21 20:47:56,2,2,China/Guangdong-Shenzhen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33607,664,670.64,6.640000000000001,2,332.0,1,0,2025-11-19 18:27:05,2,1,China/Beijing-Beijing,2.0,1.0,0.0,0.0,1.0,0.0,183.0,0.0,0.0,145.0,0.0,328.0
33742,759,766.59,7.59,1,759.0,1,0,2025-11-08 09:26:58,2,2,China/Beijing-Beijing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33784,167428,169102.28,1674.2800000000002,12,13952.333333333334,1,1,2025-11-12 04:08:44,2,3,China/Shanghai-Shanghai,11.0,1.0,0.0,8.0,1.0,1.0,87.0,0.0,4688.0,21.0,129.0,4925.0
33817,860,868.6,8.6,1,860.0,1,0,2025-12-10 22:52:03,3,1,China/Guangdong-Shenzhen,4.0,1.0,1.0,1.0,1.0,0.0,272.0,229.0,874.0,166.0,0.0,1541.0
33840,795,802.95,7.95,3,265.0,1,0,2025-10-14 11:45:39,2,1,China/Jiangsu-Suzhou,1.0,0.0,1.0,0.0,0.0,0.0,0.0,222.0,0.0,0.0,0.0,222.0
33903,217509,219684.09,2175.09,12,18125.75,1,1,2025-11-07 06:56:39,2,3,China/Shanghai-Shanghai,7.0,1.0,3.0,3.0,0.0,0.0,263.0,732.0,1607.0,0.0,0.0,2602.0
34001,59180,59771.8,591.8,7,8454.285714285714,0,1,2025-11-06 21:58:43,2,3,China/Shanghai-Shanghai,14.0,1.0,0.0,11.0,0.0,2.0,28.0,0.0,7191.0,0.0,351.0,7570.0
34232,827,835.27,8.27,1,827.0,1,0,2025-10-20 07:28:26,2,2,China/Guangdong-Shenzhen,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,207.0,0.0,207.0
34554,416,420.16,4.16,1,416.0,0,0,2025-10-23 21:37:56,2,1,China/Zhejiang-Wenzhou,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,749.0,0.0,0.0,749.0
34579,184737,186584.37,1847.3700000000001,6,30789.5,1,1,2025-11-05 06:55:01,2,3,China/Shanghai-Shanghai,21.0,1.0,2.0,13.0,0.0,5.0,143.0,295.0,8389.0,0.0,555.0,9382.0
34856,912,921.12,9.120000000000001,2,456.0,1,0,2025-10-08 21:13:43,2,1,China/Zhejiang-Wenzhou,3.0,2.0,0.0,0.0,0.0,1.0,313.0,0.0,0.0,0.0,296.0,609.0
34948,349,352.49,3.49,1,349.0,1,0,2025-10-08 02:16:03,2,1,China/Beijing-Beijing,2.0,1.0,0.0,1.0,0.0,0.0,259.0,0.0,834.0,0.0,0.0,1093.0
35081,2084,2104.84,20.84,3,694.6666666666666,1,0,2025-10-04 00:14:02,2,1,China/Guangdong-Shenzhen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35340,377,380.77,3.77,1,377.0,1,0,2025-10-24 10:20:20,2,2,China/Sichuan-Chengdu,6.0,2.0,2.0,0.0,1.0,1.0,371.0,222.0,0.0,159.0,62.0,814.0
35446,205,207.05,2.05,1,205.0,0,0,2025-10-22 05:46:08,2,1,China/Guangdong-Shenzhen,3.0,1.0,2.0,0.0,0.0,0.0,56.0,432.0,0.0,0.0,0.0,488.0
35463,490,494.9,4.8999999999999995,2,245.0,1,0,2025-11-24 09:02:08,2,4,China/Guangdong-Shenzhen,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,540.0,0.0,540.0
35627,109953,111052.53,1099.53,12,9162.75,0,1,2025-11-06 01:28:39,2,1,China/Shanghai-Shanghai,19.0,1.0,1.0,16.0,1.0,0.0,42.0,113.0,10536.0,141.0,0.0,10832.0
35694,339,342.39,3.39,1,339.0,1,0,2025-10-03 18:21:18,2,1,China/Beijing-Beijing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35750,95681,96637.81,956.8100000000001,9,10631.222222222223,1,1,2025-11-09 21:56:00,2,3,China/Shanghai-Shanghai,17.0,0.0,2.0,13.0,1.0,1.0,0.0,196.0,8320.0,163.0,218.0,8897.0
35930,984,993.84,9.84,2,492.0,1,0,2025-11-20 10:03:58,4,3,China/Shanghai-Shanghai,2.0,1.0,1.0,0.0,0.0,0.0,72.0,106.0,0.0,0.0,0.0,178.0
36088,640,646.4,6.4,1,640.0,1,0,2025-10-29 00:46:04,2,1,China/Shanghai-Shanghai,5.0,1.0,3.0,0.0,0.0,1.0,148.0,386.0,0.0,0.0,289.0,823.0
36647,816,824.1599999999999,8.16,3,272.0,1,0,2025-10-17 17:55:36,2,1,China/Jiangsu-Suzhou,5.0,3.0,1.0,0.0,0.0,1.0,323.0,289.0,0.0,0.0,200.0,812.0
36662,352,355.52,3.52,1,352.0,0,0,2025-11-25 00:26:56,2,2,China/Zhejiang-Wenzhou,3.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,888.0,0.0,425.0,1313.0
36755,231,233.31,2.31,1,231.0,1,0,2025-10-08 08:47:42,2,1,China/Sichuan-Chengdu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36977,504,509.04,5.04,1,504.0,1,0,2025-11-19 21:06:40,4,4,China/Zhejiang-Wenzhou,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,195.0,0.0,195.0
37000,254,256.54,2.54,1,254.0,1,0,2025-10-19 01:15:13,1,1,China/Shanghai-Shanghai,3.0,1.0,1.0,1.0,0.0,0.0,186.0,236.0,289.0,0.0,0.0,711.0
37023,229,231.29,2.29,1,229.0,1,0,2025-11-03 03:01:19,2,1,China/Guangdong-Shenzhen,1.0,0.0,1.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,147.0
37107,519,524.19,5.19,1,519.0,1,0,2025-11-04 14:55:41,2,1,China/Shanghai-Shanghai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37156,347,350.47,3.47,1,347.0,1,0,2025-12-13 04:48:49,2,1,China/Jiangsu-Suzhou,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,163.0,0.0,50.0,213.0
37167,374724,378471.24,3747.24,15,24981.6,1,1,2025-11-09 01:34:27,2,4,China/Guangdong-Shenzhen,17.0,2.0,1.0,12.0,0.0,2.0,505.0,76.0,5782.0,0.0,280.0,6643.0
37220,214,216.14,2.14,1,214.0,1,0,2025-11-17 00:33:31,2,1,China/Jiangsu-Suzhou,1.0,0.0,1.0,0.0,0.0,0.0,0.0,283.0,0.0,0.0,0.0,283.0
37258,98337,99320.37,983.37,13,7564.384615384615,1,1,2025-11-10 15:15:55,2,3,China/Shanghai-Shanghai,11.0,0.0,1.0,10.0,0.0,0.0,0.0,201.0,7171.0,0.0,0.0,7372.0
37284,136,137.36,1.36,1,136.0,1,0,2025-10-26 16:56:22,1,1,China/Sichuan-Chengdu,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,169.0,263.0,432.0
37418,892,900.92,8.92,1,892.0,1,0,2025-11-14 14:29:42,2,1,China/Beijing-Beijing,5.0,2.0,0.0,3.0,0.0,0.0,261.0,0.0,1911.0,0.0,0.0,2172.0
37451,87,87.87,0.87,1,87.0,1,0,2025-10-03 18:18:08,2,1,China/Shanghai-Shanghai,3.0,1.0,1.0,0.0,0.0,1.0,131.0,28.0,0.0,0.0,227.0,386.0
37579,197,198.97,1.97,1,197.0,0,0,2025-12-07 07:36:05,2,1,China/Zhejiang-Wenzhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37583,354,357.54,3.54,1,354.0,1,0,2025-10-24 17:30:27,2,1,China/Zhejiang-Wenzhou,8.0,3.0,2.0,2.0,1.0,0.0,511.0,358.0,1131.0,55.0,0.0,2055.0
