order_no,user_id,pay_type,pay_status,amount,gift_amount,real_amount,create_time,is_first_order
123118728,28505,5,4,12535,125.35,12660.35,1767075214,0
119134578,28564,5,2,303,3.03,306.03,1764554472,1
121796427,28564,5,5,440,4.4,444.4,1766424818,0
112359849,28864,2,4,287,2.87,289.87,1765519179,1
147545877,28864,1,2,484,4.84,488.84,1766450625,0
129899924,28876,2,1,277,2.77,279.77,1765904762,1
127017354,28876,1,4,520,5.2,525.2,1766392563,0
102680892,28876,1,2,175,1.75,176.75,1766585744,0
127090379,28876,1,1,633,6.33,639.33,1767018025,0
112391891,28880,3,3,331,3.31,334.31,1767125320,1
134855791,29191,1,2,367,3.67,370.67,1765689752,1
112567479,29240,3,4,247,2.47,249.47,1765089335,1
133347866,29240,4,1,288,2.88,290.88,1767093341,0
147724939,29282,4,4,133,1.33,134.33,1766748932,1
131382196,29372,4,1,362,3.62,365.62,1766512521,1
131929971,29387,2,4,1701,17.01,1718.01,1764811144,1
137045863,29387,1,2,52806,528.06,53334.06,1764914205,0
128902599,29387,4,3,8227,82.27,8309.27,1765060273,0
104165181,29387,3,2,1889,18.89,1907.89,1765073028,0
140983470,29387,3,2,1952,19.52,1971.52,1765112548,0
114355449,29387,1,2,2334,23.34,2357.34,1765197204,0
129272480,29387,2,2,43613,436.13,44049.13,1765475543,0
101661767,29387,5,2,2709,27.09,2736.09,1765778697,0
123977057,29387,1,4,5582,55.82,5637.82,1765914461,0
145771730,29387,1,2,29812,298.12,30110.12,1766060563,0
138050164,29387,3,2,6805,68.05,6873.05,1766221240,0
127944027,29387,2,5,28616,286.16,28902.16,1766365665,0
130312777,29387,2,4,3996,39.96,4035.96,1766528385,0
106320374,29387,4,4,26706,267.06,26973.06,1766720559,0
108622243,29387,4,2,3393,33.93,3426.93,1766733979,0
147269527,29387,3,4,7053,70.53,7123.53,1767047301,0
101160194,29565,5,4,173,1.73,174.73,1765262886,1
117799673,29565,2,4,562,5.62,567.62,1765676075,0
119655467,29574,2,2,268,2.68,270.68,1765547546,1
114523836,29574,4,1,190,1.9,191.9,1766191799,0
130838697,29700,5,4,160,1.6,161.6,1765371112,1
119071812,29700,5,2,425,4.25,429.25,1766321912,0
118981359,29808,1,2,264,2.64,266.64,1766578936,1
101296550,29849,2,4,111475,1114.75,112589.75,1764563258,1
148158574,29849,1,2,6408,64.08,6472.08,1764601775,0
101681824,29849,1,2,3999,39.99,4038.99,1764639480,0
148912953,29849,2,5,76007,760.07,76767.07,1764717973,0
146524205,29849,4,4,81140,811.4,81951.4,1764744883,0
101063955,29849,1,4,1815,18.15,1833.15,1764851648,0
115494126,29849,4,2,2311,23.11,2334.11,1764905659,0
133504066,29849,1,2,10050,100.5,10150.5,1764988157,0
114575473,29849,4,2,60139,601.39,60740.39,1765018591,0
112710238,29849,5,2,2506,25.06,2531.06,1765128043,0
119337185,29849,1,4,3360,33.6,3393.6,1765203863,0
110623156,29849,2,4,55049,550.49,55599.49,1765210369,0
124738951,29849,5,3,2808,28.08,2836.08,1765229923,0
115605869,29849,1,2,44822,448.22,45270.22,1765386892,0
106332331,29849,1,2,3204,32.04,3236.04,1765939481,0
127448928,29849,3,2,3218,32.18,3250.18,1765949170,0
110192280,29849,2,2,1816,18.16,1834.16,1766078508,0
132633266,29849,3,4,953,9.53,962.53,1766143540,0
111867743,29849,2,3,35949,359.49,36308.49,1766259551,0
124285219,29849,4,4,2440,24.4,2464.4,1766297778,0
135916163,29849,5,2,33241,332.41,33573.41,1766319157,0
146173889,29849,NA,2,9707,97.07,9804.07,1766453804,0
107703201,29849,1,2,5651,56.51,5707.51,1766509260,0
140890744,29849,5,2,7574,75.74,7649.74,1766720114,0
130908148,29859,3,4,439,4.39,443.39,1765129563,1
141558735,29992,1,4,114,1.14,115.14,1764763733,1
147013720,29992,5,4,185,1.85,186.85,1766300020,0
139837274,29995,1,5,6471,64.71,6535.71,1764568954,1
108620416,29995,3,4,3930,39.3,3969.3,1764575444,0
135443039,29995,4,2,1903,19.03,1922.03,1764704287,0
115598020,29995,2,1,13967,139.67,14106.67,1764726410,0
139845607,29995,4,2,20357,203.57,20560.57,1764833116,0
125006330,29995,1,2,2244,22.44,2266.44,1765213626,0
141552086,29995,3,4,5141,51.41,5192.41,1765512476,0
141330867,29995,4,2,10438,104.38,10542.38,1765541778,0
122284122,29995,2,2,1965,19.65,1984.65,1765581055,0
122327301,29995,3,4,73376,733.76,74109.76,1765756161,0
113996970,29995,5,2,5080,50.8,5130.8,1765803408,0
135061043,29995,1,5,72492,724.92,73216.92,1765905467,0
147633814,29995,2,2,2746,27.46,2773.46,1765974918,0
108453671,29995,2,4,4203,42.03,4245.03,1766489930,0
130163637,29995,4,2,3625,36.25,3661.25,1766565786,0
101592330,29995,3,1,10412,104.12,10516.12,1766730376,0
121727553,29995,1,4,11225,112.25,11337.25,1766760423,0
136042129,29995,4,4,17810,178.1,17988.1,1766944152,0
136381912,29995,3,2,5552,55.52,5607.52,1766945733,0
112207160,29995,4,4,8511,85.11,8596.11,1767009861,0
129643726,29995,5,2,39723,397.23,40120.23,1767099472,0
129549874,29995,2,2,3326,33.26,3359.26,1767146099,0
129363038,30051,5,NA,408,4.08,412.08,1766944777,1
107477863,30053,3,5,461,4.61,465.61,1764657044,1
117009077,30053,5,1,272,2.72,274.72,1766816153,0
122309631,30093,2,4,3594,35.94,3629.94,1764559897,1
138542739,30093,2,4,5507,55.07,5562.07,1764982468,0
128410791,30093,4,4,6869,68.69,6937.69,1765109658,0
104103134,30093,1,1,2371,23.71,2394.71,1765109885,0
100713799,30093,1,2,21944,219.44,22163.44,1765213177,0
125722743,30093,3,2,4172,41.72,4213.72,1765315826,0
100102061,30093,5,3,2680,26.8,2706.8,1765387710,0
137202176,30093,NA,2,1066,10.66,1076.66,1765401733,0
104331889,30093,5,4,7921,79.21,8000.21,1765542265,0
145087652,30093,4,3,2944,29.44,2973.44,1765786133,0
144413779,30093,5,2,3124,31.24,3155.24,1765998623,0
127938471,30093,1,2,10634,106.34,10740.34,1766161719,0
146935063,30093,3,2,2356,23.56,2379.56,1766321923,0
144046922,30093,3,5,25246,252.46,25498.46,1766412104,0
142862026,30093,5,5,1579,15.79,1594.79,1766458940,0
105876988,30093,3,4,6492,64.92,6556.92,1766522102,0
107360152,30093,1,2,79944,799.44,80743.44,1766607531,0
147298313,30093,3,2,54058,540.58,54598.58,1766857068,0
148132585,30093,1,5,2592,25.92,2617.92,1766957843,0
101065267,30132,1,4,221,2.21,223.21,1765025596,1
140492047,30165,1,2,364,3.64,367.64,1765262441,1
121504010,30166,4,2,415,4.15,419.15,1764850374,1
146786803,30273,4,4,132,1.32,133.32,1765043776,1
146467458,30273,4,1,383,3.83,386.83,1766598685,0
128081412,30465,4,3,202,2.02,204.02,1764766061,1
123306107,30465,4,4,337,3.37,340.37,1766947185,0
136150921,30465,NA,1,325,3.25,328.25,1766990447,0
147406580,30527,4,4,295,2.95,297.95,1765099557,1
137420968,30527,1,5,185,1.85,186.85,1766153461,0
145474842,30542,1,2,341,3.41,344.41,1766380526,1
128763088,30542,1,1,348,3.48,351.48,1767107049,0
130679012,30543,2,2,477,4.77,481.77,1764591640,1
133056687,30543,5,1,307,3.07,310.07,1765965938,0
100255765,30601,2,2,358,3.58,361.58,1766097270,1
101783765,30601,5,2,325,3.25,328.25,1766152217,0
126352421,30601,2,3,346,3.46,349.46,1766728994,0
108815494,30601,4,5,228,2.28,230.28,1766790805,0
128131119,30601,5,4,422,4.22,426.22,1766956435,0
146087041,30871,5,2,547,5.47,552.47,1766995076,1
138799172,30901,NA,1,628,6.28,634.28,1766991501,1
111297186,31002,2,2,155,1.55,156.55,1766320200,1
137100096,31039,3,4,430,4.3,434.3,1764658029,1
105920293,31141,2,3,301,3.01,304.01,1765631941,1
146308286,31194,2,1,135,1.35,136.35,1765075027,1
127838758,31206,5,5,172,1.72,173.72,1766283443,1
129689682,31343,1,4,318,3.18,321.18,1766161145,1
122299029,31398,4,3,85,0.85,85.85,1766299205,1
104510994,31403,4,4,239,2.39,241.39,1764792524,1
110279253,31403,1,4,240,2.4,242.4,1767194064,0
127200120,31431,1,2,1097,10.97,1107.97,1765176913,1
107009834,31431,5,4,324,3.24,327.24,1765300809,0
126999208,31558,5,4,533,5.33,538.33,1765778544,1
131361225,31558,4,4,223,2.23,225.23,1766843413,0
147766513,31646,4,2,324,3.24,327.24,1766580840,1
109933543,31646,3,2,944,9.44,953.44,1767054299,0
109694229,31646,5,2,364,3.64,367.64,1767096777,0
121428592,31689,4,2,282,2.82,284.82,1764712379,1
102240695,31689,4,2,194,1.94,195.94,1765013994,0
145668463,31689,4,2,625,6.25,631.25,1765128782,0
107340159,31731,NA,2,112,1.12,113.12,1765001303,1
146771826,31731,5,4,117,1.17,118.17,1767097346,0
125626659,31775,3,1,227,2.27,229.27,1766300154,1
101626995,31920,3,3,127,1.27,128.27,1765089052,1
121222115,31920,3,2,307,3.07,310.07,1766848048,0
141462521,31958,1,4,200,2,202,1764569281,1
128287098,31974,3,4,382,3.82,385.82,1765110663,1
108529257,32046,5,4,262,2.62,264.62,1765070429,1
137256033,32046,3,4,99,0.99,99.99,1765593439,0
135086489,32046,2,4,172,1.72,173.72,1766730060,0
102996090,32046,1,5,177,1.77,178.77,1766988267,0
138655804,32155,1,5,586,5.86,591.86,1764936662,1
139964466,32155,3,1,602,6.02,608.02,1765166807,0
149414680,32271,4,4,576,5.76,581.76,1766494367,1
144306439,32375,2,3,1195,11.95,1206.95,1765742720,1
119658114,32375,3,2,128,1.28,129.28,1766837779,0
109815641,32387,4,2,130,1.3,131.3,1765393982,1
112403240,32387,5,4,257,2.57,259.57,1766926909,0
134412400,32462,2,4,40740,407.4,41147.4,1764634854,1
121773725,32462,1,2,39032,390.32,39422.32,1764822230,0
140703453,32462,3,2,925,9.25,934.25,1764877536,0
107834550,32462,1,5,9751,97.51,9848.51,1765019013,0
147045727,32462,3,4,10593,105.93,10698.93,1765109241,0
136723436,32462,3,2,3572,35.72,3607.72,1765434834,0
115300728,32462,3,2,2318,23.18,2341.18,1765638320,0
108456877,32462,3,1,12687,126.87,12813.87,1765800011,0
109175216,32462,5,4,13421,134.21,13555.21,1765940065,0
146836573,32462,3,2,35533,355.33,35888.33,1766127150,0
115265186,32462,3,2,1197,11.97,1208.97,1766205069,0
147634152,32462,2,4,97618,976.18,98594.18,1766962146,0
128506494,32467,2,5,11967,119.67,12086.67,1764783592,1
136117343,32467,2,5,36838,368.38,37206.38,1764864413,0
131507948,32467,2,4,652,6.52,658.52,1765094183,0
149754294,32467,1,3,49925,499.25,50424.25,1765303086,0
112665289,32467,3,4,12710,127.1,12837.1,1765604411,0
123946182,32467,4,5,1087,10.87,1097.87,1765641021,0
123783849,32467,2,4,2350,23.5,2373.5,1765645783,0
101262648,32467,5,4,8889,88.89,8977.89,1766166022,0
100925758,32467,5,2,2765,27.65,2792.65,1766490489,0
141656706,32467,3,3,70528,705.28,71233.28,1766512363,0
135009882,32467,5,4,1507,15.07,1522.07,1766667503,0
101783950,32467,1,2,2889,28.89,2917.89,1766685486,0
137125539,32467,3,2,4838,48.38,4886.38,1766691121,0
104911076,32539,2,1,108,1.08,109.08,1767164127,1
109819280,32660,1,4,201,2.01,203.01,1765693135,1
101885260,32660,2,5,356,3.56,359.56,1766146133,0
101255772,32772,3,2,3931,39.31,3970.31,1764651002,1
140523051,32772,4,4,5695,56.95,5751.95,1764916755,0
110223137,32772,2,4,1833,18.33,1851.33,1764997490,0
117666613,32772,4,2,3643,36.43,3679.43,1765023805,0
137795582,32772,4,4,22858,228.58,23086.58,1765024668,0
114009125,32772,1,2,49996,499.96,50495.96,1765025134,0
135450924,32772,2,2,2869,28.69,2897.69,1765163073,0
149181835,32772,1,2,3507,35.07,3542.07,1765544762,0
149320451,32772,4,4,1231,12.31,1243.31,1765559890,0
120156958,32772,4,4,15064,150.64,15214.64,1765608279,0
129734258,32772,2,2,1466,14.66,1480.66,1765617726,0
148826417,32772,5,2,2729,27.29,2756.29,1765648497,0
131783858,32772,4,2,58365,583.65,58948.65,1766037949,0
123808476,32772,3,5,1590,15.9,1605.9,1766365021,0
117997036,32772,1,5,3306,33.06,3339.06,1766391961,0
115874266,32772,1,4,25502,255.02,25757.02,1766414538,0
113265117,32772,4,4,1052,10.52,1062.52,1766569806,0
102682737,32772,4,2,2136,21.36,2157.36,1766664327,0
114367177,32772,1,4,72575,725.75,73300.75,1766671500,0
124419591,32874,3,2,134,1.34,135.34,1765648420,1
128182803,32880,2,3,134,1.34,135.34,1764677172,1
108057668,32913,1,2,367,3.67,370.67,1764665078,1
113278637,32913,5,3,139,1.39,140.39,1764777233,0
108420051,33107,4,2,106,1.06,107.06,1765002666,1
127871265,33107,5,2,187,1.87,188.87,1766808110,0
100696443,33352,5,5,10214,102.14,10316.14,1764736839,1
131059968,33352,1,2,2057,20.57,2077.57,1764743404,0
147705601,33352,4,2,3349,33.49,3382.49,1764850024,0
142972651,33352,3,4,1251,12.51,1263.51,1764852532,0
117293330,33352,2,4,5368,53.68,5421.68,1765004015,0
144443306,33352,5,4,7878,78.78,7956.78,1765088487,0
107122949,33352,5,3,17768,177.68,17945.68,1765346847,0
117857607,33352,2,2,964,9.64,973.64,1765471320,0
144175418,33352,4,2,10877,108.77,10985.77,1765503679,0
117171555,33352,3,2,44516,445.16,44961.16,1765601518,0
136916310,33352,1,2,2025,20.25,2045.25,1766077351,0
123774921,33352,3,4,11336,113.36,11449.36,1766241104,0
134619000,33352,5,3,75091,750.91,75841.91,1766499020,0
132575161,33352,4,5,1695,16.95,1711.95,1766832717,0
114631868,33352,1,3,4879,48.79,4927.79,1767013033,0
110519308,33352,1,2,2933,29.33,2962.33,1767185032,0
115322039,33355,3,5,164,1.64,165.64,1765082025,1
115883106,33388,4,4,805,8.05,813.05,1765957933,1
116024223,33456,1,4,152,1.52,153.52,1765457868,1
106773395,33456,3,5,378,3.78,381.78,1767161566,0
122133959,33468,4,4,56866,568.66,57434.66,1764683289,1
148368122,33468,2,2,1902,19.02,1921.02,1764783679,0
108575169,33468,5,2,47075,470.75,47545.75,1765057945,0
124986817,33468,4,3,11498,114.98,11612.98,1765113782,0
131721881,33468,3,2,2868,28.68,2896.68,1765570715,0
123353173,33468,5,5,3357,33.57,3390.57,1765775682,0
101473237,33468,4,4,11428,114.28,11542.28,1766224982,0
140860984,33468,5,2,2968,29.68,2997.68,1766558321,0
115245670,33468,2,2,1273,12.73,1285.73,1766704021,0
127548715,33468,1,2,3757,37.57,3794.57,1766729091,0
147181897,33468,3,4,883,8.83,891.83,1766811489,0
144833693,33468,2,2,11416,114.16,11530.16,1766904892,0
144504068,33468,1,2,5866,58.66,5924.66,1766996609,0
131456182,33468,3,2,3117,31.17,3148.17,1767080744,0
139895948,33548,2,4,224,2.24,226.24,1767066737,1
109730750,33607,4,2,365,3.65,368.65,1764916813,1
118466206,33607,4,4,299,2.99,301.99,1765482394,0
115873679,33742,2,4,759,7.59,766.59,1764828181,1
140404803,33784,5,2,1726,17.26,1743.26,1764590400,1
135862868,33784,5,2,7258,72.58,7330.58,1764680835,0
135674374,33784,1,1,13919,139.19,14058.19,1764893945,0
114586626,33784,2,3,1060,10.6,1070.6,1765025440,0
128591683,33784,3,4,1548,15.48,1563.48,1765025664,0
106656699,33784,1,2,19313,193.13,19506.13,1765224614,0
145689484,33784,2,4,79309,793.09,80102.09,1765380416,0
148917982,33784,5,1,2576,25.76,2601.76,1765391853,0
136389753,33784,2,4,36842,368.42,37210.42,1765430926,0
136045835,33784,3,2,7603,76.03,7679.03,1765639011,0
123630145,33784,3,5,1381,13.81,1394.81,1765953170,0
106056690,33784,1,3,1572,15.72,1587.72,1766080088,0
102715089,33784,4,4,3758,37.58,3795.58,1766728005,0
122821644,33784,2,2,3155,31.55,3186.55,1766813055,0
136336446,33784,4,2,901,9.01,910.01,1766928297,0
128331903,33784,3,2,1737,17.37,1754.37,1767115057,0
100935561,33784,5,2,4278,42.78,4320.78,1767155435,0
127755386,33817,1,4,860,8.6,868.6,1765889108,1
112618071,33840,4,2,287,2.87,289.87,1766287598,1
103897607,33840,2,2,389,3.89,392.89,1766634833,0
134044660,33840,2,2,119,1.19,120.19,1767032370,0
129802722,33903,4,2,2452,24.52,2476.52,1764554994,1
100705490,33903,5,5,3595,35.95,3630.95,1764747076,0
131734532,33903,1,2,15369,153.69,15522.69,1764908481,0
124462303,33903,3,2,21375,213.75,21588.75,1764954993,0
149529385,33903,3,2,4051,40.51,4091.51,1765075130,0
111123669,33903,2,2,13112,131.12,13243.12,1765158687,0
127555352,33903,3,4,121095,1210.95,122305.95,1765186557,0
144386402,33903,4,3,27262,272.62,27534.62,1765474472,0
127321114,33903,5,2,12336,123.36,12459.36,1765987275,0
140882101,33903,1,2,2661,26.61,2687.61,1766212074,0
104291614,33903,3,2,17867,178.67,18045.67,1766406121,0
120515546,33903,2,4,1394,13.94,1407.94,1766559456,0
134581003,33903,1,2,4554,45.54,4599.54,1766580726,0
121273751,33903,2,2,1243,12.43,1255.43,1766816223,0
139144918,33903,2,5,25823,258.23,26081.23,1767185909,0
131563773,34001,1,5,3360,33.6,3393.6,1764818727,1
131716008,34001,5,2,2497,24.97,2521.97,1764828076,0
100665995,34001,5,4,16314,163.14,16477.14,1765300272,0
143273649,34001,3,1,2786,27.86,2813.86,1765693311,0
102577153,34001,5,3,46177,461.77,46638.77,1765693977,0
103392687,34001,1,4,6410,64.1,6474.1,1765992699,0
124008259,34001,4,2,846,8.46,854.46,1766036378,0
121482185,34001,4,2,1729,17.29,1746.29,1766183561,0
132158464,34001,4,3,3079,30.79,3109.79,1766320852,0
104388358,34001,4,4,13166,131.66,13297.66,1767122569,0
127075038,34001,4,5,15116,151.16,15267.16,1767177116,0
102823519,34001,5,4,18218,182.18,18400.18,1767194569,0
132566480,34232,3,4,827,8.27,835.27,1764828707,1
111231754,34287,2,1,380,3.8,383.8,1764640045,1
136354287,34359,4,5,203,2.03,205.03,1766557027,1
139133461,34554,4,5,307,3.07,310.07,1765598141,1
146823614,34554,2,4,416,4.16,420.16,1766069400,0
142552424,34560,1,1,89,0.89,89.89,1765693927,1
123096616,34579,3,2,75091,750.91,75841.91,1764658713,1
143571112,34579,5,4,85495,854.95,86349.95,1764766147,0
117544043,34579,2,2,3361,33.61,3394.61,1764855678,0
146067656,34579,2,1,14825,148.25,14973.25,1764935309,0
108584656,34579,2,2,13351,133.51,13484.51,1765425845,0
100350357,34579,2,4,1083,10.83,1093.83,1765905762,0
144910385,34579,1,2,6356,63.56,6419.56,1766857120,0
113746484,34748,NA,1,323,3.23,326.23,1767148707,1
129957506,34782,3,3,238,2.38,240.38,1766213110,1
141690200,34856,1,4,212,2.12,214.12,1764841940,1
148026325,34856,3,4,700,7,707,1766077642,0
141030084,34948,2,4,349,3.49,352.49,1764857801,1
129753447,35081,2,2,1130,11.3,1141.3,1765730919,1
117748626,35081,3,2,787,7.87,794.87,1765931243,0
145926229,35081,5,4,167,1.67,168.67,1767168117,0
132274335,35125,3,5,455,4.55,459.55,1767138782,1
131479547,35340,2,2,377,3.77,380.77,1765954700,1
125504797,35441,5,5,181,1.81,182.81,1766624632,1
107810052,35441,4,3,364,3.64,367.64,1767076405,0
138408362,35446,2,3,403,4.03,407.03,1764666805,1
122417482,35446,5,4,205,2.05,207.05,1765539733,0
120484582,35463,2,2,88,0.88,88.88,1765086719,1
114497486,35463,2,4,402,4.02,406.02,1765972573,0
106448404,35463,4,5,600,6,606,1766540351,0
128962146,35627,1,1,17352,173.52,17525.52,1764690990,1
124788517,35627,1,5,53795,537.95,54332.95,1764912020,0
136825016,35627,4,2,2077,20.77,2097.77,1765022657,0
115645521,35627,3,2,916,9.16,925.16,1765646401,0
130026533,35627,5,2,1390,13.9,1403.9,1766025620,0
102715300,35627,4,4,761,7.61,768.61,1766130668,0
124056634,35627,1,1,3011,30.11,3041.11,1766165571,0
111941669,35627,1,2,857,8.57,865.57,1766182108,0
128339807,35627,5,2,9226,92.26,9318.26,1766212982,0
149748522,35627,5,2,7646,76.46,7722.46,1766458281,0
107402465,35627,5,4,49178,491.78,49669.78,1766567608,0
139719865,35627,4,2,2576,25.76,2601.76,1766595741,0
146349586,35627,5,2,18195,181.95,18376.95,1767010083,0
109275846,35627,2,2,4579,45.79,4624.79,1767075127,0
131125209,35627,2,2,12552,125.52,12677.52,1767161875,0
117346599,35694,5,2,339,3.39,342.39,1766452703,1
148210085,35750,5,2,2161,21.61,2182.61,1764880409,1
101152083,35750,5,3,1798,17.98,1815.98,1765090590,0
110536743,35750,3,2,11850,118.5,11968.5,1765522434,0
104595647,35750,1,5,4411,44.11,4455.11,1765555802,0
137613193,35750,5,1,25098,250.98,25348.98,1765807484,0
131013849,35750,4,5,3535,35.35,3570.35,1765838644,0
131934804,35750,1,NA,2890,28.9,2918.9,1765865195,0
129510866,35750,3,4,1382,13.82,1395.82,1766020363,0
146819059,35750,5,2,2974,29.74,3003.74,1766352130,0
137910246,35750,5,2,10040,100.4,10140.4,1766474632,0
117284456,35750,3,2,1209,12.09,1221.09,1766595414,0
147954057,35750,2,4,14105,141.05,14246.05,1766687217,0
102136455,35750,5,4,1894,18.94,1912.94,1766838766,0
135049785,35750,5,4,50066,500.66,50566.66,1766882117,0
107815746,35750,1,5,8433,84.33,8517.33,1767012618,0
102379744,35750,5,1,64552,645.52,65197.52,1767117659,0
108220064,35750,2,3,2185,21.85,2206.85,1767133393,0
122981806,35930,2,4,738,7.38,745.38,1764679906,1
124413951,35930,5,4,246,2.46,248.46,1764784029,0
133528588,36088,1,2,640,6.4,646.4,1764589263,1
102302860,36475,4,5,634,6.34,640.34,1765434318,1
107475121,36647,1,2,179,1.79,180.79,1764729017,1
131103310,36647,4,4,328,3.28,331.28,1766579565,0
146527113,36647,3,2,309,3.09,312.09,1767184593,0
109209087,36662,NA,2,205,2.05,207.05,1765004224,1
114054391,36662,1,2,352,3.52,355.52,1766132456,0
135998932,36755,2,2,231,2.31,233.31,1765483702,1
128463005,36819,1,3,214,2.14,216.14,1766877557,1
138230169,36977,5,2,504,5.04,509.04,1767075577,1
108910550,37000,5,4,254,2.54,256.54,1765409122,1
138055690,37000,2,1,660,6.6,666.6,1766683715,0
116009909,37023,5,2,229,2.29,231.29,1766097959,1
115836642,37023,3,5,294,2.94,296.94,1766960493,0
110662713,37107,4,4,519,5.19,524.19,1766354502,1
142622701,37156,3,2,347,3.47,350.47,1766157779,1
109305388,37167,2,2,2207,22.07,2229.07,1764642781,1
141972702,37167,2,2,992,9.92,1001.92,1764850470,0
104395604,37167,4,2,66778,667.78,67445.78,1764979924,0
117023298,37167,5,2,48746,487.46,49233.46,1765040517,0
104248196,37167,3,4,1396,13.96,1409.96,1765197793,0
146950683,37167,3,4,70188,701.88,70889.88,1765473953,0
104092896,37167,1,3,13240,132.4,13372.4,1765571268,0
137531114,37167,3,2,15134,151.34,15285.34,1765701209,0
132559730,37167,1,4,118140,1181.4,119321.4,1765749858,0
122488080,37167,3,5,2985,29.85,3014.85,1765870794,0
114877693,37167,1,5,1731,17.31,1748.31,1766095136,0
111512958,37167,2,2,3603,36.03,3639.03,1766147318,0
104323870,37167,2,2,5329,53.29,5382.29,1766226329,0
106866761,37167,5,4,2769,27.69,2796.69,1766315661,0
102251836,37167,3,4,27023,270.23,27293.23,1766645305,0
141391030,37167,4,2,3800,38,3838,1766970263,0
142561385,37167,3,4,4472,44.72,4516.72,1766999984,0
135198454,37167,5,2,4147,41.47,4188.47,1767044406,0
135448529,37167,NA,2,7524,75.24,7599.24,1767081584,0
116254714,37220,4,4,214,2.14,216.14,1765601349,1
144926890,37258,2,4,14387,143.87,14530.87,1764653526,1
115904273,37258,3,2,3625,36.25,3661.25,1764784158,0
104453952,37258,4,2,9337,93.37,9430.37,1764915591,0
115957183,37258,3,2,1210,12.1,1222.1,1765565323,0
121293697,37258,3,NA,2413,24.13,2437.13,1765630999,0
142935405,37258,3,4,20803,208.03,21011.03,1765746588,0
100894444,37258,3,2,10537,105.37,10642.37,1766125398,0
123533104,37258,3,2,2730,27.3,2757.3,1766225073,0
104113728,37258,2,2,2141,21.41,2162.41,1766402164,0
125132076,37258,1,3,3475,34.75,3509.75,1766456331,0
132614464,37258,4,4,4024,40.24,4064.24,1766507822,0
113178795,37258,3,2,4243,42.43,4285.43,1766510205,0
110403853,37258,3,2,1763,17.63,1780.63,1766643163,0
140411426,37258,4,4,14433,144.33,14577.33,1766664470,0
115900574,37258,2,2,9104,91.04,9195.04,1766673571,0
113611362,37284,3,4,136,1.36,137.36,1766305514,1
129018676,37418,2,4,892,8.92,900.92,1765919443,1
146772764,37451,2,4,87,0.87,87.87,1766730687,1
143954434,37464,3,1,260,2.6,262.6,1765100372,1
127122863,37579,2,5,166,1.66,167.66,1765862493,1
125881277,37579,1,2,197,1.97,198.97,1766079043,0
121979067,37583,2,2,354,3.54,357.54,1764630159,1
117744320,37583,4,5,171,1.71,172.71,1766711294,0
107885629,37655,3,2,3941,39.41,3980.41,1764612938,1
148462109,37655,3,4,1951,19.51,1970.51,1764697097,0
109960611,37655,5,4,2616,26.16,2642.16,1764995613,0
139425442,37655,5,4,6052,60.52,6112.52,1765196124,0
132266927,37655,3,5,8549,85.49,8634.49,1765560214,0
116573579,37655,5,4,3077,30.77,3107.77,1765562249,0
132312996,37655,2,2,64012,640.12,64652.12,1765586969,0
113182857,37655,4,1,12409,124.09,12533.09,1765600802,0
104861450,37655,4,2,1407,14.07,1421.07,1765637855,0
149446117,37655,2,5,3761,37.61,3798.61,1765964367,0
116519936,37655,2,5,22056,220.56,22276.56,1766030762,0
102590570,37655,1,4,6410,64.1,6474.1,1766060579,0
140167848,37655,4,2,92660,926.6,93586.6,1766406362,0
126658681,37655,5,4,953,9.53,962.53,1766683758,0
106919265,37655,5,2,2641,26.41,2667.41,1766755834,0
136534264,37655,4,3,2194,21.94,2215.94,1766818317,0
103455486,37655,3,4,780,7.8,787.8,1766857853,0
120480542,37655,3,2,1933,19.33,1952.33,1766890094,0
124917754,37655,4,2,5894,58.94,5952.94,1766923218,0
140325035,37655,3,1,23651,236.51,23887.51,1767077596,0
117677488,37655,4,4,2093,20.93,2113.93,1767124426,0
139499237,37841,1,5,93,0.93,93.93,1766778338,1
124892346,37884,1,4,112,1.12,113.12,1765113209,1
146284099,38014,2,2,66,0.66,66.66,1765094552,1
146994486,38014,2,1,408,4.08,412.08,1765908108,0
133740320,38088,2,1,106,1.06,107.06,1765543454,1
133842283,38088,3,4,186,1.86,187.86,1766170518,0
119914799,38088,5,2,420,4.2,424.2,1766577858,0
105634255,38152,3,4,286,2.86,288.86,1765129733,1
140137391,38167,5,5,697,6.97,703.97,1765892746,1
142295433,38167,5,1,359,3.59,362.59,1766124516,0
140214663,38212,5,2,186,1.86,187.86,1764759841,1
103736258,38278,4,2,291,2.91,293.91,1765780060,1
130685059,38297,5,4,413,4.13,417.13,1765370634,1
116623426,38297,4,4,185,1.85,186.85,1766297204,0
122239522,38400,1,4,260,2.6,262.6,1765111433,1
134969382,38400,2,5,611,6.11,617.11,1766385169,0
109672226,38400,5,1,288,2.88,290.88,1766472869,0
102496135,38411,5,4,140,1.4,141.4,1766856159,1
109150150,38429,5,5,1199,11.99,1210.99,1765127445,1
142390343,38457,3,2,235,2.35,237.35,1766292378,1
116745023,38457,4,5,372,3.72,375.72,1766378596,0
119644097,38457,3,4,163,1.63,164.63,1766694819,0
123350195,38462,NA,2,183,1.83,184.83,1765051395,1
139762250,38516,5,2,1266,12.66,1278.66,1765744594,1
136659676,38520,4,4,399,3.99,402.99,1765174186,1
136680513,38553,2,3,313,3.13,316.13,1765608647,1
131180929,38553,4,2,473,4.73,477.73,1765748651,0
